category,product_category,end user,manufacture,serial,asset,service date,expire date,unit system,inspection schedule,capacity,quick check,status
Boiler,Air Receiver,ALBA CALCINER & MARINE ,ALBA,K100886,132,1988-11-01,2005-11-01,Barg,Annualy,3.50,qc,Valid
